السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,الرياض,مرات,الشفاء,دور,سكني,1,26000,173.33
2026,1,الرياض,الدوادمي,طيبة,فيلا,سكني,27,12900,42.26
2026,1,الرياض,الجمش,الحلوه,شقة,سكني,1,17500,87.5
2026,1,الرياض,المجمعة,الأندلس,دور,سكني,11,14650,69.84
2026,1,الرياض,الرين,الملك فيصل,محل,تجاري,6,0,0
2026,1,الرياض,الرياض,المعذر,معرض تجاري,تجاري,2,0,0
2026,1,الرياض,الدوادمي,الملك فهد,استديو,سكني,3,6166.66,126.89
2026,1,الرياض,الرياض,الشفاء,دوبلاكس,سكني,6,30600,159.62
2026,1,الرياض,المزاحمية,نوارة,فيلا,سكني,4,29000,81.9
2026,1,الرياض,الحصاة,الأندلس,شقة,سكني,4,14500,100
2026,1,الرياض,المجمعة,الملك عبدالعزيز,محل,تجاري,58,0,0
2026,1,الرياض,الرياض,سلطانة,فيلا,سكني,13,42636.36,96.14
2026,1,الرياض,ثادق,العقيق,شقة,سكني,5,12666.66,85.39
2026,1,الرياض,مجموعه مزارع شعيب ملهم,مجموعه مزارع شعيب ملهم,محل,تجاري,2,0,0
2026,1,الرياض,الأرطاوية,الخليج,معرض تجاري,تجاري,13,0,0
2026,1,الرياض,الدوادمي - البجادية,الملك فيصل,محل,تجاري,1,0,0
2026,1,الرياض,الخرج,النخيل,محل,تجاري,4,0,0
2026,1,الرياض,الغاط,غرناطة,دور,سكني,3,12500,83.33
2026,1,الرياض,الرياض,الجزيرة,دور,سكني,140,47007.39,201.9
2026,1,الرياض,الرياض,بدر,معرض تجاري,تجاري,62,0,0
2026,1,الرياض,الرين,نجد,محل,تجاري,2,0,0
2026,1,الرياض,الرياض,الصحافة,شقة,سكني,1140,45693.19,371.72
2026,1,الرياض,الخرج,النهضة,مكتب,تجاري,7,0,0
2026,1,الرياض,رماح,المروج,شقة,سكني,19,14749.93,102.99
2026,1,الرياض,الرياض,معكال,دور,سكني,7,15171.42,120.04
2026,1,الرياض,الرياض,الإسكان,استديو,سكني,45,15370.58,414.57
2026,1,الرياض,ضرما,الريان,محل,تجاري,31,0,0
2026,1,الرياض,الرياض,لبن,شقة,سكني,873,29403.72,242.52
2026,1,الرياض,ضرما,البديع الغربي,شقة,سكني,40,14811.11,100.08
2026,1,الرياض,الرياض,الخليج,شقة,سكني,3009,26702.06,248.28
2026,1,الرياض,الرياض,العوالي,شقة,سكني,1169,23783.23,189.58
2026,1,الرياض,القويعية,مخطط رقم 913,محل,تجاري,22,0,0
2026,1,الرياض,الدلم,النخيل,محل,تجاري,1,0,0
2026,1,الرياض,الغاط,الزهور,دور,سكني,2,12000,66.66
2026,1,الرياض,شقراء,الروضة,دور,سكني,19,14461.46,76.9
2026,1,الرياض,الأفلاج,الملك عبدالله,شقة,سكني,5,11500,38.92
2026,1,الرياض,ملهم,ملهم,دور,سكني,24,24333.33,118.28
2026,1,الرياض,ضرما,البديع الغربي,محل,تجاري,16,0,0
2026,1,الرياض,الرياض,القدس,محل,تجاري,154,0,0
2026,1,الرياض,الرين,الرين القديم,دور,سكني,1,6000,40
2026,1,الرياض,مزارع خريمان الغربيه,مزارع خريمان الغربيه,شقة,سكني,1,18000,60
2026,1,الرياض,المجمعة,المستشفى الجامعي,دور,سكني,1,16500,97.05
2026,1,الرياض,الرياض,المؤتمرات,فيلا,سكني,14,157916.66,476.5
2026,1,الرياض,الرياض,الروضة,دوبلاكس,سكني,8,57000,240.81
2026,1,الرياض,الرياض,الصحافة,معرض تجاري,تجاري,54,0,0
2026,1,الرياض,الرياض,عكاظ,شقة,سكني,854,21154.33,174.61
2026,1,الرياض,حوطه بنى تميم,المصيف,دور,سكني,1,18000,90
2026,1,الرياض,القويعية,مخطط رقم 985,استديو,سكني,1,12000,100
2026,1,الرياض,الدلم,الناصرية,محل,تجاري,18,0,0
2026,1,الرياض,الرياض,العارض,معرض تجاري,تجاري,112,0,0
2026,1,الرياض,المزاحمية,الصقورية,شقة,سكني,35,19590,169.05
2026,1,الرياض,المزاحمية,الغطغط,دور,سكني,5,23400,107.11
2026,1,الرياض,نفى,السعادة,محل,تجاري,6,0,0
2026,1,الرياض,الرياض,المعذر الشمالي,معرض تجاري,تجاري,46,0,0
2026,1,الرياض,الرياض,المروة,دور,سكني,57,26388.37,114.54
2026,1,الرياض,الرياض,المرسلات,محل,تجاري,110,0,0
2026,1,الرياض,المزاحمية,الجامعة,شقة,سكني,22,20916.31,162.89
2026,1,الرياض,عفيف,العمارية,محل,تجاري,6,0,0
2026,1,الرياض,الرياض,الرمال,شقة,سكني,4814,31363.89,261.22
2026,1,الرياض,الخرج,الورود,استديو,سكني,30,19745.45,621.57
2026,1,الرياض,المزاحمية,وسيلة,استديو,سكني,1,14400,160
2026,1,الرياض,الرياض,وادي لبن - طويق,محل,تجاري,2,0,0
2026,1,الرياض,الرياض,الشهداء,دور,سكني,37,59537.06,290.45
2026,1,الرياض,المزاحمية,الأندلس,فيلا,سكني,1,15000,68.18
2026,1,الرياض,الرياض,الإسكان,محل,تجاري,8,0,0
2026,1,الرياض,حوطه سدير,الخطامه,استديو,سكني,3,11000,97.77
2026,1,الرياض,الرياض,العقيق,دور,سكني,133,63167.61,294.9
2026,1,الرياض,الرين,الملك فيصل,فيلا,سكني,1,20000,66.66
2026,1,الرياض,حوطه بنى تميم,الخزامى,شقة,سكني,3,14000,78.77
2026,1,الرياض,الرياض,المشاعل,دور,سكني,1,33860,282.16
2026,1,الرياض,الرياض,العريجاء الأوسط,مكتب,تجاري,3,0,0
2026,1,الرياض,عفيف,الجزيرة,محل,تجاري,9,0,0
2026,1,الرياض,المجمعة,الأمير سلطان بن عبدالعزيز,معرض تجاري,تجاري,2,0,0
2026,1,الرياض,الرياض,النزهة,شقة,سكني,801,35703.79,323.07
2026,1,الرياض,الأفلاج,الصالحية,محل,تجاري,23,0,0
2026,1,الرياض,المجمعة - حويمضه,حويمضه,شقة,سكني,2,18000,180
2026,1,الرياض,الرقميه الوسطى,الرقميه الوسطى,شقة,سكني,1,18000,100
2026,1,الرياض,الدوادمي,مصدة,محل,تجاري,5,0,0
2026,1,الرياض,البديع,البديع الشمالي,شقة,سكني,21,12593.75,84.24
2026,1,الرياض,المزاحمية,طويق,محل,تجاري,27,0,0
2026,1,الرياض,الرياض,عكاظ,محل,تجاري,122,0,0
2026,1,الرياض,الرياض,النرجس,دوبلاكس,سكني,49,74568.18,361.2
2026,1,الرياض,القويعية - الرويضة,الملك عبدالعزيز,محل,تجاري,51,0,0
2026,1,الرياض,الزلفي,الفاروق,شقة,سكني,41,10638.7,91.36
2026,1,الرياض,الرياض,الرائد,مكتب,تجاري,3,0,0
2026,1,الرياض,مزارع النجفيه,مزارع النجفيه,شقة,سكني,1,18000,180
2026,1,الرياض,الرياض,الخالدية,معرض تجاري,تجاري,144,0,0
2026,1,الرياض,الأفلاج,سحاب,شقة,سكني,39,11353.33,93.28
2026,1,الرياض,الرياض,النرجس,فيلا,سكني,325,130872.35,454.64
2026,1,الرياض,القويعية - الرويضة,الربوة,محل,تجاري,10,0,0
2026,1,الرياض,الخرج,الرمال,دور,سكني,1,15000,116.93
2026,1,الرياض,الرياض,المونسية,مكتب,تجاري,93,0,0
2026,1,الرياض,الرياض,النسيم الشرقي,مكتب,تجاري,5,0,0
2026,1,الرياض,ماوان,ماوان,شقة,سكني,1,18000,90
2026,1,الرياض,الخرج,نعجان,محل,تجاري,2,0,0
2026,1,الرياض,البديع,مخطط 802,شقة,سكني,2,12500,104.16
2026,1,الرياض,القويعية,دواجن العريفي ومحطة ساسكو ومحطة الفيصل,محل,تجاري,5,0,0
2026,1,الرياض,الرياض,الوادي,معرض تجاري,تجاري,20,0,0
2026,1,الرياض,ساجر,الصناعية,محل,تجاري,23,0,0
2026,1,الرياض,الرياض,الجرادية,فيلا,سكني,37,19419.35,93.26
2026,1,الرياض,حوطه بنى تميم,السلام,محل,تجاري,48,0,0
2026,1,الرياض,الرياض,جرير,محل,تجاري,79,0,0
2026,1,الرياض,الرياض,العود,استديو,سكني,154,10600.66,384.8
2026,1,الرياض,ارطاوى الرقاص,ارطاوى الرقاص,شقة,سكني,3,12500,113.33
2026,1,الرياض,الرياض,النموذجية,مكتب,تجاري,5,0,0
2026,1,الرياض,الرياض,منطقة مفتوحة تابعة لبلدية العزيزية,شقة,سكني,1,5000,71.42
2026,1,الرياض,الرياض,الملقا,شقة,سكني,3330,53921.96,433.73
2026,1,الرياض,الأحمر,الحلة,محل,تجاري,1,0,0
2026,1,الرياض,الرياض,الزهرة,مكتب,تجاري,15,0,0
2026,1,الرياض,الرياض,معكال,محل,تجاري,7,0,0
2026,1,الرياض,الرياض,المعذر,شقة,سكني,698,28315.56,307.06
2026,1,الرياض,الرياض,المحمدية,فيلا,سكني,17,135461.53,430.98
2026,1,الرياض,الدوادمي,قرطبة,دور,سكني,1,22500,175.61
2026,1,الرياض,الرياض,نمار,معرض تجاري,تجاري,12,0,0
2026,1,الرياض,الخرج,الناصفة,استديو,سكني,15,9381.81,308.48
2026,1,الرياض,الرياض,الخالدية,استديو,سكني,126,12854.79,543.85
2026,1,الرياض,جلاجل,الصناعية,شقة,سكني,3,8900,87.15
2026,1,الرياض,الأفلاج,اليمامة,دور,سكني,1,12000,54.54
2026,1,الرياض,الرياض,الحمراء,دور,سكني,47,55924.39,255.22
2026,1,الرياض,الحيد القديم,الحيد القديم,شقة,سكني,2,13000,83.97
2026,1,الرياض,القويعية - الرويضة,الفلاح,محل,تجاري,4,0,0
2026,1,الرياض,الحريق - الحريق,الركية,شقة,سكني,1,19000,190
2026,1,الرياض,الرياض,البرية,فيلا,سكني,6,64000,195.38
2026,1,الرياض,الرين,الملك فيصل,شقة,سكني,46,12177.77,86.81
2026,1,الرياض,الرياض,العريجاء,استديو,سكني,10,20914.28,611.71
2026,1,الرياض,روضه سدير,الغدير,شقة,سكني,8,12833.33,72.02
2026,1,الرياض,الرياض,الرحمانية,محل,تجاري,131,0,0
2026,1,الرياض,الرياض,الجرادية,شقة,سكني,939,16234.33,183.06
2026,1,الرياض,المجمعة,الروضة,معرض تجاري,تجاري,1,0,0
2026,1,الرياض,حوطه بنى تميم,النهضة,محل,تجاري,1,0,0
2026,1,الرياض,المجمعة,الأمير سلطان بن عبدالعزيز,فيلا,سكني,5,29200,72.56
2026,1,الرياض,الرياض,السعادة,محل,تجاري,478,0,0
2026,1,الرياض,مرات,المروج,شقة,سكني,3,9000,104.16
2026,1,الرياض,الرياض,الملك عبدالله,استديو,سكني,2,20000,236.11
2026,1,الرياض,حوطه سدير,الشفاء,استديو,سكني,1,8000,114.28
2026,1,الرياض,عفيف,الريان,فيلا,سكني,5,10050,49.33
2026,1,الرياض,الرياض,جامعة الملك سعود,محل,تجاري,14,0,0
2026,1,الرياض,الرياض,عتيقة,مكتب,تجاري,47,0,0
2026,1,الرياض,الغاط,النخيل,شقة,سكني,4,8466.66,66.66
2026,1,الرياض,الرياض,العارض,دوبلاكس,سكني,26,67600,331.03
2026,1,الرياض,حوطه بنى تميم,المسميات 2,شقة,سكني,2,11400,67.74
2026,1,الرياض,الرياض,السويدي,مكتب,تجاري,19,0,0
2026,1,الرياض,الجبيلة,الشهداء,محل,تجاري,4,0,0
2026,1,الرياض,الرياض,الزهرة,فيلا,سكني,20,44142.78,192.95
2026,1,الرياض,آل بريك,حي الهيرة,شقة,سكني,1,18000,72
2026,1,الرياض,الخرج,غياضة,شقة,سكني,14,18285.71,122.96
2026,1,الرياض,حوطه سدير,الجنيفى,دور,سكني,1,12000,80
2026,1,الرياض,الرياض,عليشة,شقة,سكني,255,19435.35,204.66
2026,1,الرياض,الرياض,المروج,مكتب,تجاري,170,0,0
2026,1,الرياض,الدلم,سدير,محل,تجاري,1,0,0
2026,1,الرياض,الرياض,أم الحمام الغربي,استديو,سكني,75,17127.04,475.11
2026,1,الرياض,عفيف,السليمانية,شقة,سكني,61,12345.21,79.24
2026,1,الرياض,الودي,الودي,شقة,سكني,4,18000,82.64
2026,1,الرياض,الخرج,السلمية,محل,تجاري,6,0,0
2026,1,الرياض,المزاحمية,الراشدية,شقة,سكني,7,19333.33,132.76
2026,1,الرياض,الرياض,المشاعل,فيلا,سكني,1,40000,160
2026,1,الرياض,باديه الداهنه,باديه الداهنه,شقة,سكني,6,19800,187.22
2026,1,الرياض,السر,مخطط الفيضة القديم,دور,سكني,3,9500,37.94
2026,1,الرياض,الرياض,الأندلس,مكتب,تجاري,21,0,0
2026,1,الرياض,الرياض,الفاخرية,فيلا,سكني,4,30500,136.58
2026,1,الرياض,الرياض,ظهرة العودة شرق,شقة,سكني,317,27247.61,232.46
2026,1,الرياض,الخاتله,الخاتله,شقة,سكني,1,12000,51.08
2026,1,الرياض,العيينه,العيينه,شقة,سكني,1,38000,380
2026,1,الرياض,الرياض,المنار,فيلا,سكني,62,85964.15,337.85
2026,1,الرياض,الرياض,السليمانية,استديو,سكني,140,29733.08,683.43
2026,1,الرياض,الخرج,الملقا,معرض تجاري,تجاري,4,0,0
2026,1,الرياض,شقراء,الورود,محل,تجاري,21,0,0
2026,1,الرياض,الرياض,النهضة,دوبلاكس,سكني,9,49925,213.34
2026,1,الرياض,القويعية - الرويضة,اباالعبلان,شقة,سكني,5,15200,98.37
2026,1,الرياض,وادي الدواسر,القويز,دور,سكني,2,12500,41.66
2026,1,الرياض,الرياض,ديراب,دور,سكني,71,28269.84,103.22
2026,1,الرياض,الجلة,مخطط رقم 0941,فيلا,سكني,1,16000,18.6
2026,1,الرياض,الرين,القادسية,شقة,سكني,8,14633.33,80.31
2026,1,الرياض,الرياض,الصفاء,محل,تجاري,27,0,0
2026,1,الرياض,الهياثم,أم السلم,محل,تجاري,3,0,0
2026,1,الرياض,الرياض,الجزيرة,فيلا,سكني,25,67247.36,169.98
2026,1,الرياض,الخرج,الرفايع,شقة,سكني,3,6000,54.54
2026,1,الرياض,شقراء,حي التعاون,محل,تجاري,10,0,0
2026,1,الرياض,الرياض,الوزارات,محل,تجاري,226,0,0
2026,1,الرياض,الخرج,البساتين,شقة,سكني,30,17938.46,166.1
2026,1,الرياض,الرياض,الفيحاء,دور,سكني,217,42059.35,208.28
2026,1,الرياض,رماح,الريان,محل,تجاري,1,0,0
2026,1,الرياض,الزلفي,الأندلس,شقة,سكني,1,18000,120
2026,1,الرياض,الدوادمي,الرمل,شقة,سكني,1,18000,60
2026,1,الرياض,الرياض,مغرزات,دور,سكني,28,66190,347.48
2026,1,الرياض,شقراء,وادى المسمي,معرض تجاري,تجاري,1,0,0
2026,1,الرياض,الرياض,النفل,فيلا,سكني,55,158389.48,483.02
2026,1,الرياض,الخرج,نعجان,فيلا,سكني,1,25000,83.33
2026,1,الرياض,الهياثم,المسيل,استديو,سكني,1,6500,81.25
2026,1,الرياض,الزلفي,السلام,فيلا,سكني,1,17000,42.5
2026,1,الرياض,الرياض,العريجاء,شقة,سكني,176,16619.45,166.21
2026,1,الرياض,ام رجوم,ام رجوم,شقة,سكني,1,18000,72
2026,1,الرياض,الرياض,السلام,معرض تجاري,تجاري,28,0,0
2026,1,الرياض,الخرج,العدامة,دور,سكني,2,21500,162.23
2026,1,الرياض,حوطه بنى تميم,القويع,دور,سكني,1,10000,32.25
2026,1,الرياض,الخرج,العقيق,مكتب,تجاري,1,0,0
2026,1,الرياض,الخرج,الهدا,شقة,سكني,29,17087.5,124.42
2026,1,الرياض,المجمعة,الملك عبدالله,استديو,سكني,19,11211.11,303.17
2026,1,الرياض,الخرج - العزيزيه,العزيزيه,محل,تجاري,2,0,0
2026,1,الرياض,الرياض,المحمدية,استديو,سكني,3,30000,722.36
2026,1,الرياض,الرياض,الجزيرة,شقة,سكني,473,28996.91,253.88
2026,1,الرياض,الخرج,السلام,مكتب,تجاري,35,0,0
2026,1,الرياض,الرياض,الصحافة,فيلا,سكني,56,117545.94,354.88
2026,1,الرياض,الرياض,المناخ,معرض تجاري,تجاري,9,0,0
2026,1,الرياض,رماح,الواحة,دور,سكني,6,21480,78.82
2026,1,الرياض,الخفق ومزارعه,الخفق ومزارعه,شقة,سكني,1,18000,150
2026,1,الرياض,المجمعة - تمير,العزيزية,دور,سكني,3,12666.66,106.04
2026,1,الرياض,الأفلاج,سحاب,دور,سكني,5,12000,56.82
2026,1,الرياض,الهياثم,الرفيعة,محل,تجاري,1,0,0
2026,1,الرياض,الرياض,النور,دور,سكني,23,28680.95,173.89
2026,1,الرياض,الزلفي,اليمامة,دور,سكني,5,14200,89.55
2026,1,الرياض,المزاحمية,الراشدية,فيلا,سكني,2,38500,107.17
2026,1,الرياض,الرياض,ظهرة البديعة,دور,سكني,236,29880.7,151.75
2026,1,الرياض,الرياض,الخير,دور,سكني,3,36700,164.94
2026,1,الرياض,الرياض,ثليم,معرض تجاري,تجاري,32,0,0
2026,1,الرياض,الرياض,اليرموك,دور,سكني,179,44661.53,195.09
2026,1,الرياض,الحريق - الحريق,رميثان,شقة,سكني,15,10166.66,81.94
2026,1,الرياض,الرياض,المصفاة,شقة,سكني,111,28124.97,244.79
2026,1,الرياض,الرياض,الملك فيصل,مكتب,تجاري,34,0,0
2026,1,الرياض,حوطه بنى تميم,خضار,دور,سكني,1,17000,132.52
2026,1,الرياض,الرياض,الروضة,معرض تجاري,تجاري,58,0,0
2026,1,الرياض,الزلفي,الياسمين,استديو,سكني,5,9966.66,166.66
2026,1,الرياض,الكسابيه,الكسابيه,محل,تجاري,1,0,0
2026,1,الرياض,الخرج,اليرموك,دور,سكني,46,24930.28,90.42
2026,1,الرياض,المجمعة,الملك عبدالعزيز,معرض تجاري,تجاري,1,0,0
2026,1,الرياض,ملهم القديمه ومزارعها,ملهم القديمه ومزارعها,شقة,سكني,4,17000,120.19
2026,1,الرياض,الخرج,السيح,فيلا,سكني,1,39000,119.54
2026,1,الرياض,الرياض,الخزامى,دور,سكني,4,56750,350.65
2026,1,الرياض,وادي الدواسر,الصالحية,دور,سكني,2,15000,37.5
2026,1,الرياض,الرياض,المدينة الصناعية الجديدة,شقة,سكني,427,48340.47,434.06
2026,1,الرياض,الجبيلة,العدل,شقة,سكني,97,20151.42,158.72
2026,1,الرياض,الدوادمي - المستجده,المستجده,شقة,سكني,2,18000,95
2026,1,الرياض,شقراء,الروابي,دوبلاكس,سكني,1,18000,105.88
2026,1,الرياض,الرياض,الزهرة,معرض تجاري,تجاري,13,0,0
2026,1,الرياض,السيح,السيح,شقة,سكني,1,12000,120
2026,1,الرياض,الرياض,اليرموك,محل,تجاري,346,0,0
2026,1,الرياض,الرديفة,الرديفة,شقة,سكني,1,18000,120
2026,1,الرياض,الأفلاج,الملك عبدالله,دور,سكني,8,12333.33,45.56
2026,1,الرياض,قريه ديراب,قريه ديراب,محل,تجاري,4,0,0
2026,1,الرياض,عفيف,الروضة,محل,تجاري,2,0,0
2026,1,الرياض,المزاحمية,اللؤلؤة,شقة,سكني,4,14502.5,92.52
2026,1,الرياض,المزاحمية,الحزيمية,محل,تجاري,33,0,0
2026,1,الرياض,الرياض,صياح,دور,سكني,6,19000,117.08
2026,1,الرياض,الرياض,النسيم الغربي,دور,سكني,421,31933.67,171.62
2026,1,الرياض,الخاصرة,الورود,محل,تجاري,2,0,0
2026,1,الرياض,الرياض,هجرة سمحه,شقة,سكني,5,14875,123.95
2026,1,الرياض,الرياض,حطين,شقة,سكني,1026,62172.44,500.53
2026,1,الرياض,الرياض,الصالحية,دور,سكني,15,13200,115.1
2026,1,الرياض,الرياض,المصيف,محل,تجاري,201,0,0
2026,1,الرياض,الدلم,الصحنة,محل,تجاري,40,0,0
2026,1,الرياض,الرياض,الربيع,استديو,سكني,5,21100,777.5
2026,1,الرياض,القصب,العزيزية,دور,سكني,2,16500,74.5
2026,1,الرياض,الرياض,المرسلات,شقة,سكني,433,39915.44,351.5
2026,1,الرياض,الرياض,الروضة,محل,تجاري,389,0,0
2026,1,الرياض,الرياض,السلي,شقة,سكني,653,23550.27,223.73
2026,1,الرياض,الرياض,البطحاء,استديو,سكني,6,16000,355.83
2026,1,الرياض,الرياض,إشبيلية,معرض تجاري,تجاري,46,0,0
2026,1,الرياض,ضرما,الديرة,دور,سكني,1,15000,79.78
2026,1,الرياض,الرياض,ديراب,دوبلاكس,سكني,2,17500,82.45
2026,1,الرياض,ام الجماجم,ام الجماجم,محل,تجاري,5,0,0
2026,1,الرياض,الرياض,الملك عبدالعزيز,محل,تجاري,14,0,0
2026,1,الرياض,حوطه بنى تميم,السلام,فيلا,سكني,1,13000,65
2026,1,الرياض,رماح,النخيل,معرض تجاري,تجاري,2,0,0
2026,1,الرياض,الدلم,الديرة,شقة,سكني,10,12722.22,130.03
2026,1,الرياض,الرين,الرفايع,محل,تجاري,3,0,0
2026,1,الرياض,الرياض,العريجاء الغربي,استديو,سكني,176,16954.87,531.4
2026,1,الرياض,الهدار,المصارير,شقة,سكني,8,27416.66,208.02
2026,1,الرياض,حوطه بنى تميم,الخزامى,دور,سكني,2,5000,30.55
2026,1,الرياض,الرياض,ظهرة لبن,استديو,سكني,359,19580.18,442.52
2026,1,الرياض,حوطه سدير,النهضة,دور,سكني,9,13833.33,81.07
2026,1,الرياض,ثادق,مخطط الاراض البيضاء2,محل,تجاري,3,0,0
2026,1,الرياض,الرياض,السليمانية/الدرعية,دوبلاكس,سكني,6,307230,1534.54
2026,1,الرياض,الجبيلة,عقرباء,محل,تجاري,5,0,0
2026,1,الرياض,الرياض,الرفيعة,محل,تجاري,35,0,0
2026,1,الرياض,حوطه بنى تميم,النهضة,معرض تجاري,تجاري,1,0,0
2026,1,الرياض,الرياض,الملقا,فيلا,سكني,88,182671.52,470.83
2026,1,الرياض,الرياض,الجنادرية,فيلا,سكني,255,73360.26,214.86
2026,1,الرياض,الرياض,الضباط,محل,تجاري,24,0,0
2026,1,الرياض,الرياض,المنصورة,استديو,سكني,33,15281.33,552.6
2026,1,الرياض,الرياض,المنصورة,شقة,سكني,1138,21808.49,194.54
2026,1,الرياض,المشاعله,المشاعله,محل,تجاري,1,0,0
2026,1,الرياض,قريه ديراب,قريه ديراب,دور,سكني,1,50000,389.77
2026,1,الرياض,عفيف,العمارية,شقة,سكني,7,8833.33,80.64
2026,1,الرياض,الأفلاج,سحاب,محل,تجاري,3,0,0
2026,1,الرياض,الرياض,المرقب,دور,سكني,13,24390.9,159.94
2026,1,الرياض,المجمعة,الياسمين,استديو,سكني,3,6666.66,135.18
2026,1,الرياض,الرياض,الندوة,دوبلاكس,سكني,1,54000,287.02
2026,1,الرياض,المزاحمية,طويق,شقة,سكني,36,16240,120.6
2026,1,الرياض,الزلفي,اليرموك,استديو,سكني,2,18600,303
2026,1,الرياض,الرياض,الملك فهد,محل,تجاري,453,0,0
2026,1,الرياض,الدلم,النخيل,شقة,سكني,1,8000,62.4
2026,1,الرياض,الرياض,عرقة,محل,تجاري,61,0,0
2026,1,الرياض,القويعية,مخطط رقم 1111,شقة,سكني,2,18000,75
2026,1,الرياض,ساجر,أم سليم,شقة,سكني,2,14000,108.06
2026,1,الرياض,الرياض,السليمانية/الدرعية,دور,سكني,1,95000,633.33
2026,1,الرياض,القويعية,الضريب,شقة,سكني,2,10000,80.69
2026,1,الرياض,الرياض,ظهرة العودة شرق,معرض تجاري,تجاري,3,0,0
2026,1,الرياض,الرياض,ظهرة البديعة,استديو,سكني,10,15520,292.95
2026,1,الرياض,الرياض,الخليج,استديو,سكني,118,18979.78,407.82
2026,1,الرياض,الرياض,غرناطة,محل,تجاري,91,0,0
2026,1,الرياض,الرياض,سلام,محل,تجاري,17,0,0
2026,1,الرياض,الطويله الهلجان,الطويله الهلجان,شقة,سكني,1,18000,116.12
2026,1,الرياض,الرياض,الدوبية,دور,سكني,6,11233.33,93.88
2026,1,الرياض,عروى,مخطط 908,شقة,سكني,1,12000,127.86
2026,1,الرياض,الهياثم,أم السلم,شقة,سكني,1,10500,150
2026,1,الرياض,وادي الدواسر - الخالديه,الخالديه,شقة,سكني,4,18000,75
2026,1,الرياض,الرياض,الغنامية,دور,سكني,27,25197.04,146.83
2026,1,الرياض,رويغب,رويغب,محل,تجاري,1,0,0
2026,1,الرياض,عفيف,الوسام,دور,سكني,10,9400,34.48
2026,1,الرياض,ساجر,الخليج,معرض تجاري,تجاري,2,0,0
2026,1,الرياض,المجمعة - تمير,المراجيم,شقة,سكني,3,16250,90.41
2026,1,الرياض,رماح,الريان,دور,سكني,6,21983.33,83.55
2026,1,الرياض,الرياض,العزيزية,فيلا,سكني,57,42867.04,154.84
2026,1,الرياض,حوطه بنى تميم,الصناعية,معرض تجاري,تجاري,1,0,0
2026,1,الرياض,حوطه سدير,بدر,شقة,سكني,61,13502.32,129.97
2026,1,الرياض,هجره الحراقين,هجره الحراقين,دور,سكني,1,7000,17.5
2026,1,الرياض,الرياض,وادي لبن - طويق,فيلا,سكني,2,43500,217.5
2026,1,الرياض,حريملاء,حي ج2,شقة,سكني,2,14100,178.78
2026,1,الرياض,نفى,النهضة,شقة,سكني,20,18000,105.16
2026,1,الرياض,عفيف,فيضه عفيف,محل,تجاري,1,0,0
2026,1,الرياض,الدلم,الصحنة,مكتب,تجاري,2,0,0
2026,1,الرياض,الدوادمي,العليا,فيلا,سكني,11,17111.11,37.14
2026,1,الرياض,الرياض,عريض,دور,سكني,4,30937.5,208
2026,1,الرياض,الاثله,الاثله,شقة,سكني,1,18000,180
2026,1,الرياض,حريملاء,النخيل,محل,تجاري,13,0,0
2026,1,الرياض,المزاحمية,الهدا,شقة,سكني,169,18071.42,140.95
2026,1,الرياض,الجلة,مخطط رقم 0832,استديو,سكني,1,7000,350
2026,1,الرياض,الرياض,الفلاح,دوبلاكس,سكني,2,43500,210.17
2026,1,الرياض,الدوادمي - البجادية,الملك فيصل,دور,سكني,2,9000,55
2026,1,الرياض,الرياض,الشفاء,مكتب,تجاري,18,0,0
2026,1,الرياض,عفيف,الفاخرية,شقة,سكني,49,11077.77,66.15
2026,1,الرياض,المزاحمية,غرناطة,محل,تجاري,39,0,0
2026,1,الرياض,الرياض,الصالحية,معرض تجاري,تجاري,5,0,0
2026,1,الرياض,المجمعة - تمير,الملك سعود,دور,سكني,1,100000,333.33
2026,1,الرياض,الرياض,المناخ,شقة,سكني,150,22931.86,270.64
2026,1,الرياض,الرياض,النفل,دوبلاكس,سكني,1,65000,242.96
2026,1,الرياض,حوطه بنى تميم,الروابي,دور,سكني,1,14000,63.81
2026,1,الرياض,الرياض,الملك سلمان,مكتب,تجاري,99,0,0
2026,1,الرياض,رماح,الريان,فيلا,سكني,1,40000,64
2026,1,الرياض,خريمان,خريمان,شقة,سكني,3,14133.33,107.33
2026,1,الرياض,الدلم,الصحنة,استديو,سكني,2,6000,120
2026,1,الرياض,القويعية,الجزيرة,فيلا,سكني,1,50000,33.33
2026,1,الرياض,حوطه سدير,الياسمين,دور,سكني,5,18800,87.02
2026,1,الرياض,جلاجل,الملك فيصل,دور,سكني,1,12000,60
2026,1,الرياض,الزلفي,الصديق,محل,تجاري,36,0,0
2026,1,الرياض,عفيف,الورود,مكتب,تجاري,1,0,0
2026,1,الرياض,لحي,لحي,شقة,سكني,2,19000,158.33
2026,1,الرياض,الرياض,منفوحة,فيلا,سكني,3,17500,51.43
2026,1,الرياض,الرياض,الديرة,فيلا,سكني,7,22142.85,96.24
2026,1,الرياض,الرياض,المناخ,مكتب,تجاري,19,0,0
2026,1,الرياض,الرياض,الصالحية,شقة,سكني,204,14953.42,150.28
2026,1,الرياض,البديع,البديع الشمالي,فيلا,سكني,1,12000,15
2026,1,الرياض,وادي الدواسر,بهجة,شقة,سكني,3,14333.33,87.44
